,LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_ENERGY_RATING,POTENTIAL_ENERGY_RATING,CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,CONSTRUCTION_AGE_BAND,LODGEMENT_DATETIME,TENURE,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT,UPRN,UPRN_SOURCE,REPORT_TYPE,source_file
24,1254853839202015010914124036150018,"2, Spooner Place",,,RG40 5AE,1280431378,B,B,85,85,Flat,Mid-Terrace,2015-01-09,E06000041,E14000803,,2015-01-09,new dwelling,88,88,77,77.0,1.0,13,1.0,51.0,51.0,193.0,193.0,79.0,79.0,73.0,standard tariff,,ground floor,,,,,NO DATA!,NO DATA!,,,,,0.0,From main system,Good,Good,Average thermal transmittance 0.17 W/m-¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.25 W/m-¦K,Very Good,Very Good,,,,(other premises above),,,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,,NO DATA!,,,,,NO DATA!,"2, Spooner Place",Wokingham,Maidenhead,WOKINGHAM,NO DATA!,2015-01-09 14:12:40,unknown,6.0,6.0,10032935509.0,Address Matched,101,data/domestic-E06000041-Wokingham/certificates.csv
25,751296479922012021713434985638712,"163, Barkham Road",,,RG41 2RS,1812765968,E,D,52,57,House,Detached,2012-02-17,E06000041,E14001048,,2012-02-17,marketed sale,53,57,247,222.0,19.0,39,17.0,243.0,127.0,3822.0,3501.0,156.0,156.0,433.78,Single,Y,NODATA!,,,2110.0,95.0,secondary glazing,Normal,4.0,11.0,11.0,9.0,1.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Mostly secondary glazing,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, wood logs",,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in 9% of fixed outlets,Very Poor,Very Poor,mains gas (not community),0.0,NO DATA!,,2.75,0.0,,natural,"163, Barkham Road",Wokingham,Wokingham,WOKINGHAM,England and Wales: before 1900,2012-02-17 13:43:49,owner-occupied,45.0,4.0,14010698.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
26,1556693989262017102414441232248573,"54, Potter Crescent",,,RG41 1AN,7368862578,B,A,85,95,House,Semi-Detached,2017-10-24,E06000041,E14001048,,2017-10-24,new dwelling,87,97,73,6.0,1.3,13,0.1,67.0,67.0,214.0,214.0,84.0,50.0,102.0,standard tariff,,NO DATA!,,,,,NO DATA!,NO DATA!,,,,100.0,0.0,From main system,Good,Good,Average thermal transmittance 0.15 W/m-¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.18 W/m-¦K,Very Good,Very Good,,,,Average thermal transmittance 0.13 W/m-¦K,Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,,NO DATA!,,,,,NO DATA!,"54, Potter Crescent",Wokingham,Wokingham,WOKINGHAM,NO DATA!,2017-10-24 14:44:12,unknown,20.0,20.0,10024049898.0,Address Matched,101,data/domestic-E06000041-Wokingham/certificates.csv
27,1432234144632016041020291257078706,"7, Woodlands Avenue",Winnersh,,RG41 3HL,4647783478,D,B,63,81,House,Detached,2016-04-08,E06000041,E14001048,,2016-04-10,marketed sale,56,77,233,112.0,5.1,41,2.5,111.0,72.0,871.0,666.0,175.0,81.0,124.0,Single,Y,NODATA!,,,2104.0,100.0,double glazing installed during or after 2002,Normal,0.0,6.0,6.0,45.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, mains gas",,,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 45% of fixed outlets,Good,Good,mains gas (not community),0.0,NO DATA!,,2.4,,N,natural,"7, Woodlands Avenue, Winnersh",Wokingham,Wokingham,WOKINGHAM,England and Wales: 1983-1990,2016-04-10 20:29:12,owner-occupied,,,10000089804.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
28,1134681212632016120919591354078798,"68, Acorn Drive",,,RG40 1EQ,1884782278,C,B,80,83,Flat,Mid-Terrace,2016-12-09,E06000041,E14001048,,2016-12-09,marketed sale,70,73,227,200.0,2.1,38,1.8,60.0,45.0,152.0,161.0,159.0,117.0,54.0,dual,N,2nd,Y,,2401.0,100.0,double glazing installed during or after 2002,Normal,0.0,3.0,3.0,67.0,0.0,"Electric immersion, off-peak",Average,Poor,(another dwelling below),NO DATA!,,Fully double glazed,Good,Good,"Timber frame, as built, insulated (assumed)",Good,Good,"Room heaters, electric",,,"Pitched, 200 mm loft insulation",Good,Good,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 67% of fixed outlets,Good,Good,electricity (not community),0.0,heated corridor,0.0,,,N,natural,"68, Acorn Drive",Wokingham,Wokingham,WOKINGHAM,England and Wales: 1976-1982,2016-12-09 19:59:13,owner-occupied,,,14049590.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
29,288318177532015032020413287268200,"6, Fleetham Gardens",Lower Earley,,RG6 4BY,7067212668,D,C,64,71,Flat,Detached,2015-03-20,E06000041,E14001048,,2015-03-20,marketed sale,61,72,307,221.0,2.4,54,1.7,42.0,32.0,394.0,327.0,153.0,100.0,44.0,Single,Y,1st,Y,,2104.0,100.0,double glazing installed during or after 2002,Normal,0.0,2.0,2.0,67.0,0.0,From main system,Average,Average,"To unheated space, limited insulation (assumed)",NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,,,,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 67% of fixed outlets,Good,Good,mains gas (not community),0.0,unheated corridor,5.5,,,N,natural,"6, Fleetham Gardens, Lower Earley",Wokingham,Wokingham,READING,England and Wales: 1991-1995,2015-03-20 20:41:32,owner-occupied,,,14019681.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
30,1102534466812014030713561195040721,"18, Farnesdown Drive",,,RG41 1LD,7125650278,C,C,71,79,House,Detached,2014-03-06,E06000041,E14001048,,2014-03-07,marketed sale,69,76,150,110.0,4.3,29,3.2,127.0,76.0,767.0,777.0,98.0,98.0,150.0,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed during or after 2002,Normal,2.0,6.0,6.0,32.0,1.0,From main system,Good,Good,"Solid, insulated (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, mains gas",,,"Pitched, 300+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 32% of fixed outlets,Average,Average,mains gas (not community),0.0,NO DATA!,,,0.0,,natural,"18, Farnesdown Drive",Wokingham,Wokingham,WOKINGHAM,England and Wales: 2003-2006,2014-03-07 13:56:11,owner-occupied,19.0,6.0,10000089330.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
31,972168179262015052109212891208205,25 Highfield Court,Waltham Road,Twyford,RG10 0AA,985731178,C,C,71,80,Maisonette,Mid-Terrace,2015-05-20,E06000041,E14000803,,2015-05-21,rental (private),62,67,241,211.0,3.1,41,2.7,57.0,57.0,321.0,228.0,246.0,144.0,77.0,dual,N,1st,N,,2401.0,100.0,double glazing installed during or after 2002,Normal,0.0,3.0,3.0,100.0,0.0,"Electric immersion, off-peak",Very Poor,Poor,(another dwelling below),NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,Portable electric heaters (assumed),,,"Pitched, 150 mm loft insulation",Good,Good,Electric storage heaters,Average,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,electricity (not community),0.0,no corridor,,,,N,natural,"25 Highfield Court, Waltham Road, Twyford",Wokingham,Maidenhead,READING,England and Wales: 1967-1975,2015-05-21 09:21:28,rental (private),,,14040638.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
32,718011259022011110111101992898719,Bungalow No 6,Pineridge Farm,Nine Mile Ride,RG40 3ND,1982592968,D,D,67,68,Bungalow,End-Terrace,2011-11-01,E06000041,E14000586,,2011-11-01,rental (private),75,76,172,164.0,1.6,38,1.6,45.0,27.0,323.0,329.0,136.0,136.0,42.63,Single,N,NODATA!,,,2106.0,100.0,double glazing installed during or after 2002,Normal,0.0,3.0,3.0,33.0,0.0,From main system,Poor,Average,"Solid, insulated (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,,,,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, LPG",Poor,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 33% of fixed outlets,Average,Average,LPG (not community),0.0,NO DATA!,,2.29,0.0,,natural,"Bungalow No 6, Pineridge Farm, Nine Mile Ride",Wokingham,Bracknell,WOKINGHAM,England and Wales: 2007 onwards,2011-11-01 11:10:19,rental (private),6.0,2.0,14071921.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
33,585268529222011012611374313458199,Springcroft,Greensward Lane,Arborfield,RG2 9JN,9151223868,D,D,57,62,House,Detached,2011-01-25,E06000041,E14001048,,2011-01-26,marketed sale,49,53,256,232.0,10.0,47,9.2,201.0,115.0,1385.0,1296.0,184.0,184.0,115.45,Single,Y,NO DATA!,,,2106.0,100.0,double glazing installed before 2002,Normal,0.0,7.0,7.0,25.0,1.0,From main system,Very Good,Very Good,"Solid, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,"Room heaters, coal",,,"Roof room(s), limited insulation (assumed)",Average,Average,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0.0,NO DATA!,,2.87,0.0,N,natural,"Springcroft, Greensward Lane, Arborfield",Wokingham,Wokingham,READING,England and Wales: 1976-1982,2011-01-26 11:37:43,owner-occupied,,,14056700.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
34,2f5df4b71d2a5dabfb7a8801e0369e4367d1e72d49b997f92e317833a7e15f18,11 ALBANY PARK DRIVE,WINNERSH,,RG41 5HZ,10001339489,D,B,68,82,House,Detached,2021-07-05,E06000041,E14001048,,2021-07-05,marketed sale,61,77,198,107.0,5.3,35,2.9,100.0,100.0,825.0,663.0,153.0,73.0,151.0,Single,Y,,,,,100.0,"double glazing, unknown install date",Normal,2.0,8.0,8.0,100.0,0.0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.31,0.0,N,natural,"11 ALBANY PARK DRIVE, WINNERSH",Wokingham,Wokingham,WOKINGHAM,England and Wales: 1983-1990,2021-07-05 18:18:33,Owner-occupied,15.0,,14032951.0,Energy Assessor,100,data/domestic-E06000041-Wokingham/certificates.csv
35,304b741b2ffd4cea7d57e1082212b3302df2598929a5a5d738cacad5fbdffbfb,32 Elizabeth Road,,,RG40 1UB,10001518418,C,B,72,88,House,Mid-Terrace,2021-08-10,E06000041,E14001048,,2021-08-10,Stock condition survey,71,87,184,70.0,2.6,32,1.0,90.0,66.0,395.0,353.0,117.0,75.0,79.0,Single,Y,,,,,100.0,double glazing installed during or after 2002,Normal,0.0,4.0,4.0,64.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Average,Average,,,,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 64% of fixed outlets,Good,Good,mains gas (not community),0.0,,,2.27,0.0,N,natural,32 Elizabeth Road,Wokingham,Wokingham,WOKINGHAM,England and Wales: 1950-1966,2021-08-10 16:50:48,Rented (social),11.0,,14048055.0,Energy Assessor,100,data/domestic-E06000041-Wokingham/certificates.csv
36,1311144329042015041711083337559768,"1, Bushell Way",Arborfield,,RG2 9FQ,9083825378,D,C,67,80,House,Detached,2015-04-16,E06000041,E14001048,,2015-04-17,marketed sale,61,74,183,112.0,5.7,32,3.5,173.0,87.0,927.0,846.0,167.0,79.0,176.0,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed during or after 2002,Normal,1.0,8.0,8.0,0.0,1.0,From main system,Good,Good,"Suspended, insulated (assumed)",NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, mains gas",,,"Pitched, 270 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0.0,NO DATA!,,,,N,natural,"1, Bushell Way, Arborfield",Wokingham,Wokingham,READING,England and Wales: 2003-2006,2015-04-17 11:08:33,owner-occupied,,,10000089468.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
37,304caf1b8e142a1e4e84ab60ab674f27e1b5189628d13dcb77199bc48e43fb3d,64 FLEETHAM GARDENS,LOWER EARLEY,,RG6 4BY,10001569716,D,C,59,74,Flat,Mid-Terrace,2021-07-20,E06000041,E14001048,,2021-07-21,rental,55,76,347,187.0,2.8,61,1.5,55.0,55.0,432.0,257.0,144.0,91.0,46.0,Single,Y,01,Y,,,100.0,"double glazing, unknown install date",Normal,1.0,3.0,3.0,75.0,0.0,From main system,Average,Average,"To external air, no insulation (assumed)",,,Fully double glazed,Average,Average,"Solid brick, as built, insulated (assumed)",Good,Good,,,,"Pitched, 50 mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 75% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,unheated corridor,4.2,2.33,0.0,N,natural,"64 FLEETHAM GARDENS, LOWER EARLEY",Wokingham,Wokingham,READING,England and Wales: 1983-1990,2021-07-21 05:55:21,Rented (private),8.0,,14019684.0,Energy Assessor,100,data/domestic-E06000041-Wokingham/certificates.csv
38,1635924622452019041012142093910456,"27, Archer Grove",Arborfield Green,,RG2 9TB,4616238578,B,B,85,91,House,Detached,2019-04-10,E06000041,E14001048,,2019-04-10,new dwelling,85,92,76,37.0,2.3,13,1.1,95.0,95.0,406.0,407.0,105.0,58.0,185.0,standard tariff,,NO DATA!,,,,,NO DATA!,NO DATA!,,,,100.0,0.0,From main system,Good,Good,Average thermal transmittance 0.15 W/m-¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.21 W/m-¦K,Very Good,Very Good,"Room heaters, wood logs",,,Average thermal transmittance 0.11 W/m-¦K,Very Good,Very Good,"Boiler and underfloor heating, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,,NO DATA!,,,,,NO DATA!,"27, Archer Grove, Arborfield Green",Wokingham,Wokingham,READING,NO DATA!,2019-04-10 12:14:20,unknown,20.0,20.0,10024050375.0,Address Matched,101,data/domestic-E06000041-Wokingham/certificates.csv
39,896663899502013031208460802579498,"27, Buckden Close",Woodley,,RG5 4HB,9541895078,D,D,62,68,Flat,Mid-Terrace,2013-03-11,E06000041,E14000889,,2013-03-12,rental (private),67,74,222,179.0,2.5,41,2.0,40.0,40.0,352.0,295.0,288.0,240.0,61.0,Single,Y,Ground,N,,2504.0,100.0,double glazing installed during or after 2002,Normal,2.0,3.0,1.0,100.0,0.0,"Electric immersion, standard tariff",Very Poor,Very Poor,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,Portable electric heaters (assumed),,,"Pitched, insulated (assumed)",Average,Average,"Warm air, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,no corridor,,,0.0,,natural,"27, Buckden Close, Woodley",Wokingham,Reading East,READING,England and Wales: 1983-1990,2013-03-12 08:46:08,rental (private),8.0,8.0,14033610.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
40,1511718029922017011722124349638123,"6, Holder Close",Shinfield,,RG2 9HQ,2491259478,C,B,78,84,House,Detached,2017-01-17,E06000041,E14001048,,2017-01-17,rental (private),75,80,117,87.0,4.0,21,3.0,95.0,95.0,679.0,679.0,128.0,128.0,191.0,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed during or after 2002,Normal,2.0,10.0,10.0,100.0,0.0,From main system,Good,Good,"Solid, insulated (assumed)",NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,,,,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0.0,NO DATA!,,,,N,natural,"6, Holder Close, Shinfield",Wokingham,Wokingham,READING,England and Wales: 2003-2006,2017-01-17 22:12:43,rental (private),,,10000089571.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
41,717066470932011102615020941268894,"22, Buccaneer Close",Woodley,,RG5 4XP,7451882968,C,C,71,72,House,Semi-Detached,2011-10-26,E06000041,E14000889,,2011-10-26,marketed sale,73,74,192,184.0,2.0,37,2.0,54.0,32.0,355.0,358.0,72.0,72.0,55.162,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed during or after 2002,Normal,0.0,3.0,3.0,30.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,,,,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 30% of fixed outlets,Average,Average,mains gas (not community),0.0,NO DATA!,,2.28,0.0,,natural,"22, Buccaneer Close, Woodley",Wokingham,Reading East,READING,England and Wales: 1991-1995,2011-10-26 15:02:09,owner-occupied,10.0,3.0,14035007.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
42,663022009602011080509581484990748,"41, Lupin Ride",,,RG45 6US,5644509868,D,D,59,61,House,Detached,2011-08-04,E06000041,E14000586,,2011-08-05,marketed sale,54,55,240,234.0,6.2,46,6.1,101.0,58.0,970.0,977.0,108.0,108.0,123.86,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed before 2002,Normal,0.0,7.0,7.0,25.0,0.0,From main system,Good,Good,"Suspended, no insulation (assumed)",,,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,"Room heaters, mains gas",,,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas (not community),0.0,NO DATA!,,2.39,0.0,,natural,"41, Lupin Ride",Wokingham,Bracknell,CROWTHORNE,England and Wales: 1991-1995,2011-08-05 09:58:14,owner-occupied,20.0,5.0,14055151.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
43,30f8820148694f5e6a59d18b4c3abb23936492a0e71951d477d4767b10b0c7bf,18 PATTEN ASH DRIVE,,,RG40 1SJ,10001396136,C,A,69,92,Bungalow,Mid-Terrace,2021-07-29,E06000041,E14001048,,2021-08-01,Stock condition survey,72,95,290,18.0,1.5,51,0.1,34.0,34.0,295.0,256.0,52.0,34.0,29.0,Single,Y,,,,,100.0,double glazing installed during or after 2002,Normal,2.0,2.0,2.0,80.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Average,Average,,,,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 80% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.32,0.0,N,natural,18 PATTEN ASH DRIVE,Wokingham,Wokingham,WOKINGHAM,England and Wales: 1950-1966,2021-08-01 08:36:26,Rented (social),5.0,,14053206.0,Energy Assessor,100,data/domestic-E06000041-Wokingham/certificates.csv
44,819793371532015091023490362978702,"304, Kingfisher Drive",Woodley,,RG5 3LH,7202750078,D,B,62,89,House,Mid-Terrace,2015-09-10,E06000041,E14000889,,2015-09-10,ECO assessment,56,89,260,46.0,3.8,46,0.7,107.0,54.0,584.0,330.0,197.0,75.0,83.0,Single,Y,NODATA!,,,2104.0,100.0,double glazing installed during or after 2002,Normal,0.0,4.0,4.0,0.0,0.0,From main system,Average,Average,"Solid, no insulation (assumed)",NO DATA!,,Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",,,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0.0,NO DATA!,,,,N,natural,"304, Kingfisher Drive, Woodley",Wokingham,Reading East,READING,England and Wales: 1967-1975,2015-09-10 23:49:03,owner-occupied,,,14022452.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
45,832941049042012090711140803120168,Kalim,Soldiers Rise,Finchampstead,RG40 3NF,4028941078,D,B,62,83,House,Detached,2012-09-06,E06000041,E14000586,,2012-09-07,marketed sale,57,82,221,87.0,4.7,42,1.9,99.0,57.0,719.0,509.0,138.0,70.0,110.0,Single,Y,NODATA!,,,2106.0,100.0,double glazing installed during or after 2002,Normal,2.0,5.0,5.0,25.0,0.0,From main system,Average,Average,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,,,,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas (not community),0.0,NO DATA!,,,0.0,,natural,"Kalim, Soldiers Rise, Finchampstead",Wokingham,Bracknell,WOKINGHAM,England and Wales: 1976-1982,2012-09-07 11:14:08,owner-occupied,12.0,3.0,14047647.0,Address Matched,100,data/domestic-E06000041-Wokingham/certificates.csv
46,315b24a7070c32c65dad93d092e172ec00ab52b5fb5e229e2744aac992f76a7a,13 Kingsbridge Cottages,Nine Mile Ride,,RG40 3LY,10001356892,D,B,63,81,House,Mid-Terrace,2021-09-15,E06000041,E14000586,,2021-09-30,Stock condition survey,58,78,289,134.0,3.2,51,1.5,60.0,60.0,533.0,451.0,111.0,71.0,64.0,Single,Y,,,,,100.0,double glazing installed during or after 2002,Normal,0.0,3.0,3.0,90.0,0.0,From main system,Good,Good,"Solid, no insulation (assumed)",,,Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,,,,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 90% of fixed outlets,Very Good,Very Good,mains gas (not community),0.0,,,2.32,0.0,N,natural,"13 Kingsbridge Cottages, Nine Mile Ride",Wokingham,Bracknell,WOKINGHAM,England and Wales: 1950-1966,2021-09-30 12:49:06,Rented (social),10.0,,14070927.0,Energy Assessor,100,data/domestic-E06000041-Wokingham/certificates.csv
47,3161211fd0a966de38a079fb4589394053b58d552766105d14dd876411f62b4e,20 Rushall Place,Winnersh,,RG41 5SY,10001451152,B,A,84,93,House,Detached,2021-09-16,E06000041,E14001048,,2021-09-16,new dwelling,85,94,84,24.0,1.7,15,0.5,91.0,91.0,275.0,275.0,74.0,46.0,113.0,standard tariff,,,N,,,100.0,,,,,,100.0,0.0,From main system,Good,Good,Average thermal transmittance 0.19 W/m-¦K,Very Good,Very Good,High performance glazing,Very Good,Very Good,Average thermal transmittance 0.28 W/m-¦K,Very Good,Very Good,,,,Average thermal transmittance 0.19 W/m-¦K,Good,Good,"Boiler and radiators, mains gas",Good,Good,Time and temperature zone control,Very Good,Very Good,Low energy lighting in all fixed outlets,Very Good,Very Good,Gas: mains gas,0.0,,,2.31,,,,"20 Rushall Place, Winnersh",Wokingham,Wokingham,WOKINGHAM,2018,2021-09-16 11:31:27,Owner-occupied,20.0,,10094221112.0,Energy Assessor,101,data/domestic-E06000041-Wokingham/certificates.csv
